Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,Customers,Sales
10028,792,7,2015-09-06,0.0,0,0,0,,231.77835
10029,793,7,2015-09-06,0.0,0,0,0,,231.97917
10030,795,7,2015-09-06,0.0,0,0,0,,234.27043
10031,796,7,2015-09-06,0.0,0,0,0,,235.75084
10032,797,7,2015-09-06,0.0,0,0,0,,236.12036
10033,799,7,2015-09-06,0.0,0,0,0,,239.84135
10034,800,7,2015-09-06,0.0,0,0,0,,240.887
10035,801,7,2015-09-06,0.0,0,0,0,,240.70685
10036,802,7,2015-09-06,0.0,0,0,0,,241.62593
10037,803,7,2015-09-06,0.0,0,0,0,,242.07152
10038,804,7,2015-09-06,0.0,0,0,0,,242.28535
10039,805,7,2015-09-06,0.0,0,0,0,,240.99794
10040,806,7,2015-09-06,0.0,0,0,0,,240.98099
10041,807,7,2015-09-06,0.0,0,0,0,,242.0061
10042,809,7,2015-09-06,0.0,0,0,0,,242.3855
10043,810,7,2015-09-06,0.0,0,0,0,,241.88557
10044,811,7,2015-09-06,0.0,0,0,0,,240.79227
10045,813,7,2015-09-06,0.0,0,0,0,,241.52188
10046,815,7,2015-09-06,0.0,0,0,0,,241.24893
10047,816,7,2015-09-06,0.0,0,0,0,,241.95178
10048,818,7,2015-09-06,0.0,0,0,0,,240.5025
10049,819,7,2015-09-06,0.0,0,0,0,,239.92789
10050,820,7,2015-09-06,0.0,0,0,0,,240.27835
10051,822,7,2015-09-06,0.0,0,0,0,,239.65779
10052,823,7,2015-09-06,0.0,0,0,0,,238.39995
10053,824,7,2015-09-06,0.0,0,0,0,,239.42151
10054,825,7,2015-09-06,0.0,0,0,0,,238.74438
10055,826,7,2015-09-06,0.0,0,0,0,,238.30399
10056,829,7,2015-09-06,0.0,0,0,0,,235.5382
10057,831,7,2015-09-06,0.0,0,0,0,,234.51218
10058,832,7,2015-09-06,0.0,0,0,0,,233.7298
10059,833,7,2015-09-06,0.0,0,0,0,,232.53662
10060,835,7,2015-09-06,0.0,0,0,0,,229.18272
10061,837,7,2015-09-06,0.0,0,0,0,,229.15024
10062,840,7,2015-09-06,0.0,0,0,0,,230.51973
10063,842,7,2015-09-06,0.0,0,0,0,,232.804
10064,844,7,2015-09-06,0.0,0,0,0,,232.85417
10065,845,7,2015-09-06,0.0,0,0,0,,233.01329
10066,846,7,2015-09-06,0.0,0,0,0,,232.80612
10067,847,7,2015-09-06,0.0,0,0,0,,233.39227
10068,848,7,2015-09-06,0.0,0,0,0,,233.5794
10069,849,7,2015-09-06,0.0,0,0,0,,235.2929
10070,850,7,2015-09-06,0.0,0,0,0,,234.81291
10071,851,7,2015-09-06,0.0,0,0,0,,233.03351
10072,852,7,2015-09-06,0.0,0,0,0,,232.39014
10073,853,7,2015-09-06,0.0,0,0,0,,232.64435
10074,855,7,2015-09-06,0.0,0,0,0,,233.3309
10075,856,7,2015-09-06,0.0,0,0,0,,233.9066
10076,857,7,2015-09-06,0.0,0,0,0,,232.87294
10077,858,7,2015-09-06,0.0,0,0,0,,233.51181
10078,859,7,2015-09-06,0.0,0,0,0,,232.74846
10079,860,7,2015-09-06,0.0,0,0,0,,232.5761
10080,861,7,2015-09-06,0.0,0,0,0,,232.65826
10081,862,7,2015-09-06,0.0,0,0,0,,233.30237
10082,863,7,2015-09-06,1.0,0,0,0,,2026.8848
10083,864,7,2015-09-06,0.0,0,0,0,,236.89809
10084,865,7,2015-09-06,0.0,0,0,0,,236.10973
10085,866,7,2015-09-06,0.0,0,0,0,,237.21155
10086,867,7,2015-09-06,1.0,0,0,0,,2048.5698
10087,868,7,2015-09-06,0.0,0,0,0,,238.29956
10088,871,7,2015-09-06,0.0,0,0,0,,239.4016
10089,872,7,2015-09-06,0.0,0,0,0,,239.51093
10090,874,7,2015-09-06,0.0,0,0,0,,238.90112
10091,875,7,2015-09-06,0.0,0,0,0,,238.37108
10092,877,7,2015-09-06,0.0,0,0,0,,238.8557
10093,879,7,2015-09-06,0.0,0,0,0,,237.9495
10094,880,7,2015-09-06,0.0,0,0,0,,237.76416
10095,881,7,2015-09-06,0.0,0,0,0,,238.04706
10096,882,7,2015-09-06,0.0,0,0,0,,239.33286
10097,883,7,2015-09-06,0.0,0,0,0,,240.06535
10098,884,7,2015-09-06,0.0,0,0,0,,240.85129
10099,885,7,2015-09-06,0.0,0,0,0,,241.65515
10100,886,7,2015-09-06,0.0,0,0,0,,242.10622
10101,887,7,2015-09-06,0.0,0,0,0,,245.36151
10102,888,7,2015-09-06,0.0,0,0,0,,246.4873
10103,890,7,2015-09-06,0.0,0,0,0,,246.99472
10104,891,7,2015-09-06,0.0,0,0,0,,248.4474
10105,893,7,2015-09-06,0.0,0,0,0,,248.67009
10106,894,7,2015-09-06,0.0,0,0,0,,248.55391
10107,895,7,2015-09-06,0.0,0,0,0,,244.53839
10108,896,7,2015-09-06,0.0,0,0,0,,243.05675
10109,897,7,2015-09-06,0.0,0,0,0,,242.72519
10110,900,7,2015-09-06,0.0,0,0,0,,244.59686
10111,901,7,2015-09-06,0.0,0,0,0,,246.28998
10112,902,7,2015-09-06,0.0,0,0,0,,246.66606
10113,903,7,2015-09-06,0.0,0,0,0,,246.55118
10114,904,7,2015-09-06,0.0,0,0,0,,246.07747
10115,905,7,2015-09-06,0.0,0,0,0,,245.42654
10116,906,7,2015-09-06,0.0,0,0,0,,245.71855
10117,907,7,2015-09-06,0.0,0,0,0,,245.51408
10118,908,7,2015-09-06,0.0,0,0,0,,250.51176
10119,909,7,2015-09-06,0.0,0,0,0,,250.52007
10120,911,7,2015-09-06,0.0,0,0,0,,249.35052
10121,912,7,2015-09-06,0.0,0,0,0,,246.53957
10122,913,7,2015-09-06,0.0,0,0,0,,245.92213
10123,914,7,2015-09-06,0.0,0,0,0,,246.35905
10124,915,7,2015-09-06,0.0,0,0,0,,246.21138
10125,916,7,2015-09-06,0.0,0,0,0,,245.91519
10126,917,7,2015-09-06,0.0,0,0,0,,244.50699
10127,919,7,2015-09-06,0.0,0,0,0,,244.57239
10128,920,7,2015-09-06,0.0,0,0,0,,241.1806
10129,922,7,2015-09-06,0.0,0,0,0,,240.65479
10130,924,7,2015-09-06,0.0,0,0,0,,243.24603
10131,925,7,2015-09-06,0.0,0,0,0,,243.14194
10132,926,7,2015-09-06,0.0,0,0,0,,242.98134
10133,927,7,2015-09-06,0.0,0,0,0,,242.65846
10134,928,7,2015-09-06,0.0,0,0,0,,241.78157
10135,929,7,2015-09-06,0.0,0,0,0,,241.4836
10136,930,7,2015-09-06,0.0,0,0,0,,240.51448
10137,931,7,2015-09-06,1.0,0,0,0,,2018.0037
10138,932,7,2015-09-06,0.0,0,0,0,,241.24
10139,934,7,2015-09-06,0.0,0,0,0,,241.36696
10140,935,7,2015-09-06,0.0,0,0,0,,241.6686
10141,936,7,2015-09-06,0.0,0,0,0,,242.84578
10142,937,7,2015-09-06,0.0,0,0,0,,243.67996
10143,938,7,2015-09-06,0.0,0,0,0,,243.28465
10144,939,7,2015-09-06,0.0,0,0,0,,243.36465
10145,941,7,2015-09-06,0.0,0,0,0,,241.18079
10146,942,7,2015-09-06,0.0,0,0,0,,240.35709
10147,943,7,2015-09-06,0.0,0,0,0,,240.05219
10148,944,7,2015-09-06,0.0,0,0,0,,239.05844
10149,945,7,2015-09-06,0.0,0,0,0,,235.67238
10150,946,7,2015-09-06,0.0,0,0,0,,234.34253
10151,947,7,2015-09-06,0.0,0,0,0,,234.12775
10152,948,7,2015-09-06,1.0,0,0,0,,1982.5034
10153,950,7,2015-09-06,0.0,0,0,0,,235.05093
10154,951,7,2015-09-06,0.0,0,0,0,,234.53154
10155,952,7,2015-09-06,0.0,0,0,0,,233.57497
10156,954,7,2015-09-06,0.0,0,0,0,,232.63698
10157,955,7,2015-09-06,0.0,0,0,0,,232.27802
10158,956,7,2015-09-06,0.0,0,0,0,,230.6651
10159,960,7,2015-09-06,0.0,0,0,0,,229.34497
10160,961,7,2015-09-06,0.0,0,0,0,,227.27603
10161,962,7,2015-09-06,0.0,0,0,0,,226.81401
10162,964,7,2015-09-06,0.0,0,0,0,,227.29654
10163,965,7,2015-09-06,0.0,0,0,0,,227.0919
10164,966,7,2015-09-06,0.0,0,0,0,,226.01593
10165,967,7,2015-09-06,0.0,0,0,0,,225.83363
10166,969,7,2015-09-06,0.0,0,0,0,,227.10483
10167,970,7,2015-09-06,0.0,0,0,0,,228.55836
10168,973,7,2015-09-06,0.0,0,0,0,,233.92818
10169,974,7,2015-09-06,0.0,0,0,0,,236.47417
10170,975,7,2015-09-06,0.0,0,0,0,,236.82938
10171,976,7,2015-09-06,0.0,0,0,0,,237.00859
10172,977,7,2015-09-06,0.0,0,0,0,,237.20753
10173,980,7,2015-09-06,0.0,0,0,0,,240.6804
10174,983,7,2015-09-06,0.0,0,0,0,,242.91356
10175,984,7,2015-09-06,0.0,0,0,0,,242.68057
10176,985,7,2015-09-06,0.0,0,0,0,,243.08754
10177,986,7,2015-09-06,0.0,0,0,0,,242.4993
10178,988,7,2015-09-06,0.0,0,0,0,,242.95067
10179,989,7,2015-09-06,0.0,0,0,0,,243.89601
10180,991,7,2015-09-06,0.0,0,0,0,,242.64505
10181,992,7,2015-09-06,0.0,0,0,0,,245.11002
10182,994,7,2015-09-06,0.0,0,0,0,,248.05452
10183,997,7,2015-09-06,0.0,0,0,0,,248.07423
10184,998,7,2015-09-06,0.0,0,0,0,,247.9873
10185,1000,7,2015-09-06,0.0,0,0,0,,246.45241
10186,1003,7,2015-09-06,0.0,0,0,0,,244.36617
10187,1004,7,2015-09-06,0.0,0,0,0,,243.28157
10188,1005,7,2015-09-06,0.0,0,0,0,,243.44331
10189,1007,7,2015-09-06,0.0,0,0,0,,242.22066
10190,1008,7,2015-09-06,0.0,0,0,0,,243.72345
10191,1009,7,2015-09-06,0.0,0,0,0,,244.20741
10192,1010,7,2015-09-06,0.0,0,0,0,,244.45265
10193,1011,7,2015-09-06,0.0,0,0,0,,244.44444
10194,1012,7,2015-09-06,0.0,0,0,0,,244.4145
10195,1013,7,2015-09-06,0.0,0,0,0,,244.20442
10196,1014,7,2015-09-06,0.0,0,0,0,,246.18604
10197,1015,7,2015-09-06,0.0,0,0,0,,246.24194
10198,1016,7,2015-09-06,0.0,0,0,0,,245.75142
10199,1019,7,2015-09-06,0.0,0,0,0,,247.12207
10200,1020,7,2015-09-06,0.0,0,0,0,,243.36855
10201,1022,7,2015-09-06,0.0,0,0,0,,241.08694
10202,1024,7,2015-09-06,0.0,0,0,0,,240.15233
10203,1025,7,2015-09-06,0.0,0,0,0,,239.65182
10204,1026,7,2015-09-06,0.0,0,0,0,,237.12605
10205,1027,7,2015-09-06,0.0,0,0,0,,237.77473
10206,1028,7,2015-09-06,0.0,0,0,0,,237.6406
10207,1031,7,2015-09-06,0.0,0,0,0,,241.98547
10208,1036,7,2015-09-06,0.0,0,0,0,,239.98988
10209,1037,7,2015-09-06,0.0,0,0,0,,239.88503
10210,1038,7,2015-09-06,0.0,0,0,0,,240.0932
10211,1039,7,2015-09-06,0.0,0,0,0,,239.4121
10212,1040,7,2015-09-06,0.0,0,0,0,,238.0254
10213,1041,7,2015-09-06,0.0,0,0,0,,238.35938
10214,1042,7,2015-09-06,0.0,0,0,0,,237.04251
10215,1044,7,2015-09-06,0.0,0,0,0,,239.12962
10216,1045,7,2015-09-06,1.0,0,0,0,,2120.193
10217,1047,7,2015-09-06,0.0,0,0,0,,241.31435
10218,1048,7,2015-09-06,0.0,0,0,0,,236.4182
10219,1049,7,2015-09-06,0.0,0,0,0,,236.42038
10220,1050,7,2015-09-06,0.0,0,0,0,,237.94978
10221,1051,7,2015-09-06,0.0,0,0,0,,238.02269
10222,1052,7,2015-09-06,0.0,0,0,0,,238.17433
10223,1053,7,2015-09-06,0.0,0,0,0,,238.2672
10224,1054,7,2015-09-06,0.0,0,0,0,,238.74542
10225,1056,7,2015-09-06,0.0,0,0,0,,238.53098
10226,1057,7,2015-09-06,0.0,0,0,0,,238.48785
10227,1058,7,2015-09-06,0.0,0,0,0,,239.10333
10228,1059,7,2015-09-06,0.0,0,0,0,,238.8374
10229,1060,7,2015-09-06,0.0,0,0,0,,239.43684
10230,1061,7,2015-09-06,0.0,0,0,0,,239.43684
10231,1062,7,2015-09-06,0.0,0,0,0,,237.69533
10232,1063,7,2015-09-06,0.0,0,0,0,,235.88658
10233,1064,7,2015-09-06,0.0,0,0,0,,235.88658
10234,1065,7,2015-09-06,0.0,0,0,0,,235.19376
10235,1066,7,2015-09-06,0.0,0,0,0,,234.89537
10236,1067,7,2015-09-06,0.0,0,0,0,,234.307
10237,1068,7,2015-09-06,0.0,0,0,0,,234.10658
10238,1070,7,2015-09-06,0.0,0,0,0,,228.75208
10239,1071,7,2015-09-06,0.0,0,0,0,,228.27606
10240,1072,7,2015-09-06,0.0,0,0,0,,228.31041
10241,1073,7,2015-09-06,0.0,0,0,0,,228.44795
10242,1076,7,2015-09-06,0.0,0,0,0,,223.42168
10243,1077,7,2015-09-06,0.0,0,0,0,,226.03372
10244,1078,7,2015-09-06,0.0,0,0,0,,230.01237
10245,1079,7,2015-09-06,0.0,0,0,0,,233.21973
10246,1080,7,2015-09-06,0.0,0,0,0,,227.25105
10247,1083,7,2015-09-06,0.0,0,0,0,,226.95013
10248,1084,7,2015-09-06,0.0,0,0,0,,226.44444
10249,1086,7,2015-09-06,0.0,0,0,0,,226.2181
10250,1087,7,2015-09-06,0.0,0,0,0,,224.83566
10251,1088,7,2015-09-06,0.0,0,0,0,,223.91148
10252,1089,7,2015-09-06,0.0,0,0,0,,222.9119
10253,1091,7,2015-09-06,0.0,0,0,0,,219.71616
10254,1092,7,2015-09-06,0.0,0,0,0,,218.38527
10255,1094,7,2015-09-06,0.0,0,0,0,,197.02455
10256,1096,7,2015-09-06,0.0,0,0,0,,187.96469
10257,1097,7,2015-09-06,1.0,0,0,0,,2118.0674
10258,1099,7,2015-09-06,1.0,0,0,0,,2116.045
10259,1100,7,2015-09-06,0.0,0,0,0,,190.93558
10260,1101,7,2015-09-06,0.0,0,0,0,,199.29773
10261,1102,7,2015-09-06,0.0,0,0,0,,201.02357
10262,1103,7,2015-09-06,0.0,0,0,0,,209.80101
10263,1104,7,2015-09-06,0.0,0,0,0,,218.4822
10264,1105,7,2015-09-06,0.0,0,0,0,,225.36794
10265,1106,7,2015-09-06,0.0,0,0,0,,229.44308
10266,1107,7,2015-09-06,0.0,0,0,0,,233.62099
10267,1109,7,2015-09-06,0.0,0,0,0,,242.26105
10268,1111,7,2015-09-06,0.0,0,0,0,,248.9572
10269,1112,7,2015-09-06,0.0,0,0,0,,264.15018
10270,1113,7,2015-09-06,0.0,0,0,0,,272.2123
10271,1114,7,2015-09-06,0.0,0,0,0,,272.2123
10272,1115,7,2015-09-06,0.0,0,0,0,,272.2123
10273,1,6,2015-09-05,1.0,0,0,0,,1939.6184
10274,3,6,2015-09-05,1.0,0,0,0,,1939.6184
10275,7,6,2015-09-05,1.0,0,0,0,,2090.1023
10276,8,6,2015-09-05,1.0,0,0,0,,2090.1023
10277,9,6,2015-09-05,1.0,0,0,0,,2090.1023
10278,10,6,2015-09-05,1.0,0,0,0,,2090.1023
10279,11,6,2015-09-05,1.0,0,0,0,,2120.424
10280,12,6,2015-09-05,1.0,0,0,0,,2120.424
10281,13,6,2015-09-05,1.0,0,0,0,,2120.424
10282,14,6,2015-09-05,1.0,0,0,0,,2120.424
10283,15,6,2015-09-05,1.0,0,0,0,,2120.9023
10284,16,6,2015-09-05,1.0,0,0,0,,2125.6775
10285,19,6,2015-09-05,1.0,0,0,0,,2125.6775
10286,20,6,2015-09-05,1.0,0,0,0,,2125.6558
10287,21,6,2015-09-05,1.0,0,0,0,,2140.0642
10288,22,6,2015-09-05,1.0,0,0,0,,2140.0642
10289,23,6,2015-09-05,1.0,0,0,0,,2140.0642
10290,24,6,2015-09-05,1.0,0,0,0,,2140.0642
10291,25,6,2015-09-05,1.0,0,0,0,,2140.0642
10292,27,6,2015-09-05,1.0,0,0,0,,2145.5994
10293,29,6,2015-09-05,1.0,0,0,0,,2145.5994
10294,30,6,2015-09-05,1.0,0,0,0,,2145.5994
10295,31,6,2015-09-05,1.0,0,0,0,,2167.1084
10296,32,6,2015-09-05,1.0,0,0,0,,2167.1084
10297,33,6,2015-09-05,1.0,0,0,0,,2167.1084
10298,35,6,2015-09-05,1.0,0,0,0,,2167.1084
10299,36,6,2015-09-05,1.0,0,0,0,,2169.1226
10300,38,6,2015-09-05,1.0,0,0,0,,2169.1226
10301,39,6,2015-09-05,1.0,0,0,0,,2169.1226
10302,40,6,2015-09-05,1.0,0,0,0,,2169.1226
10303,41,6,2015-09-05,1.0,0,0,0,,2250.2017
10304,42,6,2015-09-05,1.0,0,0,0,,2250.2017
10305,43,6,2015-09-05,1.0,0,0,0,,2250.2017
10306,45,6,2015-09-05,1.0,0,0,0,,2250.228
10307,46,6,2015-09-05,1.0,0,0,0,,2261.4604
10308,47,6,2015-09-05,1.0,0,0,0,,2261.4604
10309,48,6,2015-09-05,1.0,0,0,0,,2261.4604
10310,49,6,2015-09-05,1.0,0,0,0,,2261.4604
10311,50,6,2015-09-05,1.0,0,0,0,,2261.0847
10312,51,6,2015-09-05,1.0,0,0,0,,2275.5156
10313,52,6,2015-09-05,1.0,0,0,0,,2275.5156
10314,53,6,2015-09-05,1.0,0,0,0,,2275.5156
10315,56,6,2015-09-05,1.0,0,0,0,,2284.5024
10316,58,6,2015-09-05,1.0,0,0,0,,2284.5024
10317,61,6,2015-09-05,1.0,0,0,0,,2226.1943
10318,62,6,2015-09-05,1.0,0,0,0,,2226.1943
10319,63,6,2015-09-05,1.0,0,0,0,,2226.1943
10320,64,6,2015-09-05,1.0,0,0,0,,2226.1943
10321,66,6,2015-09-05,1.0,0,0,0,,2189.535
10322,67,6,2015-09-05,1.0,0,0,0,,2189.535
10323,68,6,2015-09-05,1.0,0,0,0,,2189.535
10324,69,6,2015-09-05,1.0,0,0,0,,2189.535
10325,70,6,2015-09-05,1.0,0,0,0,,2187.0444
10326,71,6,2015-09-05,1.0,0,0,0,,2153.5684
10327,72,6,2015-09-05,1.0,0,0,0,,2153.5684
10328,73,6,2015-09-05,1.0,0,0,0,,2153.5684
10329,74,6,2015-09-05,1.0,0,0,0,,2153.5684
10330,75,6,2015-09-05,1.0,0,0,0,,2151.7275
10331,76,6,2015-09-05,1.0,0,0,0,,2138.7847
10332,77,6,2015-09-05,1.0,0,0,0,,2138.7847
10333,79,6,2015-09-05,1.0,0,0,0,,2138.7847
10334,80,6,2015-09-05,1.0,0,0,0,,2138.7544
10335,81,6,2015-09-05,1.0,0,0,0,,2127.4128
10336,82,6,2015-09-05,1.0,0,0,0,,2127.4128
10337,83,6,2015-09-05,1.0,0,0,0,,2127.4128
10338,84,6,2015-09-05,1.0,0,0,0,,2127.2754
10339,86,6,2015-09-05,1.0,0,0,0,,2078.2017
10340,89,6,2015-09-05,1.0,0,0,0,,2078.2017
10341,90,6,2015-09-05,1.0,0,0,0,,2077.4985
10342,91,6,2015-09-05,1.0,0,0,0,,2076.9885
10343,92,6,2015-09-05,1.0,0,0,0,,2076.9885
10344,93,6,2015-09-05,1.0,0,0,0,,2076.9885
10345,94,6,2015-09-05,1.0,0,0,0,,2076.9885
10346,98,6,2015-09-05,1.0,0,0,0,,2079.3613
10347,99,6,2015-09-05,1.0,0,0,0,,2077.8354
10348,100,6,2015-09-05,1.0,0,0,0,,2078.3218
10349,101,6,2015-09-05,1.0,0,0,0,,2066.4412
10350,102,6,2015-09-05,1.0,0,0,0,,2066.4412
10351,105,6,2015-09-05,1.0,0,0,0,,2066.878
10352,107,6,2015-09-05,1.0,0,0,0,,2067.8774
10353,108,6,2015-09-05,1.0,0,0,0,,2067.8774
10354,109,6,2015-09-05,1.0,0,0,0,,2067.8271
10355,110,6,2015-09-05,1.0,0,0,0,,2066.9216
10356,111,6,2015-09-05,1.0,0,0,0,,2064.3545
10357,112,6,2015-09-05,1.0,0,0,0,,2064.3545
10358,113,6,2015-09-05,1.0,0,0,0,,2064.3545
10359,115,6,2015-09-05,1.0,0,0,0,,2066.3335
10360,117,6,2015-09-05,1.0,0,0,0,,2065.1519
10361,118,6,2015-09-05,1.0,0,0,0,,2065.1519
10362,119,6,2015-09-05,1.0,0,0,0,,2063.77
10363,120,6,2015-09-05,1.0,0,0,0,,2064.6772
10364,122,6,2015-09-05,1.0,0,0,0,,2062.5024
10365,124,6,2015-09-05,1.0,0,0,0,,2062.5024
10366,126,6,2015-09-05,1.0,0,0,0,,2082.0105
10367,127,6,2015-09-05,1.0,0,0,0,,2082.0105
10368,128,6,2015-09-05,1.0,0,0,0,,2082.0105
10369,129,6,2015-09-05,1.0,0,0,0,,2081.4058
10370,130,6,2015-09-05,1.0,0,0,0,,2081.9983
10371,131,6,2015-09-05,1.0,0,0,0,,2078.48
10372,132,6,2015-09-05,1.0,0,0,0,,2078.513
10373,135,6,2015-09-05,1.0,0,0,0,,2084.4407
10374,136,6,2015-09-05,1.0,0,0,0,,2091.5835
10375,137,6,2015-09-05,1.0,0,0,0,,2091.5835
10376,139,6,2015-09-05,1.0,0,0,0,,2091.5835
10377,140,6,2015-09-05,1.0,0,0,0,,2088.548
10378,141,6,2015-09-05,1.0,0,0,0,,2082.6375
10379,142,6,2015-09-05,1.0,0,0,0,,2082.9775
10380,143,6,2015-09-05,1.0,0,0,0,,2082.9775
10381,144,6,2015-09-05,1.0,0,0,0,,2083.0767
10382,145,6,2015-09-05,1.0,0,0,0,,2083.9963
10383,146,6,2015-09-05,1.0,0,0,0,,2096.3442
10384,147,6,2015-09-05,1.0,0,0,0,,2096.0554
10385,149,6,2015-09-05,1.0,0,0,0,,2096.0554
10386,150,6,2015-09-05,1.0,0,0,0,,2098.8853
10387,152,6,2015-09-05,1.0,0,0,0,,2102.392
10388,153,6,2015-09-05,1.0,0,0,0,,2102.392
10389,154,6,2015-09-05,1.0,0,0,0,,2102.3997
10390,155,6,2015-09-05,1.0,0,0,0,,2105.6812
10391,157,6,2015-09-05,1.0,0,0,0,,2107.7644
10392,158,6,2015-09-05,1.0,0,0,0,,2107.7644
10393,159,6,2015-09-05,1.0,0,0,0,,2106.02
10394,160,6,2015-09-05,1.0,0,0,0,,2098.6323
10395,161,6,2015-09-05,1.0,0,0,0,,2082.7195
10396,162,6,2015-09-05,1.0,0,0,0,,2082.7195
10397,164,6,2015-09-05,1.0,0,0,0,,2082.7195
10398,165,6,2015-09-05,1.0,0,0,0,,2077.6238
10399,166,6,2015-09-05,1.0,0,0,0,,2054.255
10400,168,6,2015-09-05,1.0,0,0,0,,2054.255
10401,169,6,2015-09-05,1.0,0,0,0,,2054.2344
10402,170,6,2015-09-05,1.0,0,0,0,,2050.4402
10403,171,6,2015-09-05,1.0,0,0,0,,2037.5181
10404,172,6,2015-09-05,1.0,0,0,0,,2037.1187
10405,174,6,2015-09-05,1.0,0,0,0,,2037.0071
10406,175,6,2015-09-05,1.0,0,0,0,,2034.2065
10407,176,6,2015-09-05,1.0,0,0,0,,2031.7087
10408,179,6,2015-09-05,1.0,0,0,0,,2031.7927
10409,180,6,2015-09-05,1.0,0,0,0,,2031.7078
10410,181,6,2015-09-05,1.0,0,0,0,,2035.4432
10411,182,6,2015-09-05,1.0,0,0,0,,2035.9697
10412,183,6,2015-09-05,1.0,0,0,0,,2035.9697
10413,184,6,2015-09-05,1.0,0,0,0,,2037.1038
10414,186,6,2015-09-05,1.0,0,0,0,,2026.7488
10415,187,6,2015-09-05,1.0,0,0,0,,2026.7488
10416,188,6,2015-09-05,1.0,0,0,0,,2026.7488
10417,189,6,2015-09-05,1.0,0,0,0,,2026.6719
10418,190,6,2015-09-05,1.0,0,0,0,,2025.7617
10419,191,6,2015-09-05,1.0,0,0,0,,2012.3811
10420,192,6,2015-09-05,1.0,0,0,0,,2011.1658
10421,193,6,2015-09-05,1.0,0,0,0,,2011.1658
10422,194,6,2015-09-05,1.0,0,0,0,,2010.7522
10423,195,6,2015-09-05,1.0,0,0,0,,2002.3728
10424,197,6,2015-09-05,1.0,0,0,0,,1972.4585
10425,199,6,2015-09-05,1.0,0,0,0,,1972.0818
10426,200,6,2015-09-05,1.0,0,0,0,,1975.1373
10427,201,6,2015-09-05,1.0,0,0,0,,1993.9849
10428,202,6,2015-09-05,1.0,0,0,0,,1995.2778
10429,204,6,2015-09-05,1.0,0,0,0,,1995.0193
10430,206,6,2015-09-05,1.0,0,0,0,,2001.7483
10431,207,6,2015-09-05,1.0,0,0,0,,2001.7483
10432,209,6,2015-09-05,1.0,0,0,0,,2001.166
10433,210,6,2015-09-05,1.0,0,0,0,,2002.6084
10434,212,6,2015-09-05,1.0,0,0,0,,2019.3688
10435,213,6,2015-09-05,1.0,0,0,0,,2022.3988
10436,214,6,2015-09-05,1.0,0,0,0,,2022.4438
10437,215,6,2015-09-05,1.0,0,0,0,,2021.2856
10438,216,6,2015-09-05,1.0,0,0,0,,2007.0792
10439,217,6,2015-09-05,1.0,0,0,0,,2006.9033
10440,218,6,2015-09-05,1.0,0,0,0,,2008.3074
10441,219,6,2015-09-05,1.0,0,0,0,,2008.935
10442,220,6,2015-09-05,1.0,0,0,0,,2010.2385
10443,221,6,2015-09-05,1.0,0,0,0,,2039.273
10444,224,6,2015-09-05,1.0,0,0,0,,2046.8787
10445,226,6,2015-09-05,1.0,0,0,0,,2072.8613
10446,227,6,2015-09-05,1.0,0,0,0,,2074.2844
10447,228,6,2015-09-05,1.0,0,0,0,,2074.2844
10448,229,6,2015-09-05,1.0,0,0,0,,2074.2844
10449,230,6,2015-09-05,1.0,0,0,0,,2074.2234
10450,231,6,2015-09-05,1.0,0,0,0,,2069.0679
10451,233,6,2015-09-05,1.0,0,0,0,,2069.2883
10452,234,6,2015-09-05,1.0,0,0,0,,2068.9912
10453,235,6,2015-09-05,1.0,0,0,0,,2064.3464
10454,238,6,2015-09-05,1.0,0,0,0,,2064.6306
10455,239,6,2015-09-05,1.0,0,0,0,,2064.6306
10456,241,6,2015-09-05,1.0,0,0,0,,2063.0774
10457,242,6,2015-09-05,1.0,0,0,0,,2063.266
10458,243,6,2015-09-05,1.0,0,0,0,,2063.7485
10459,244,6,2015-09-05,1.0,0,0,0,,2063.7485
10460,245,6,2015-09-05,1.0,0,0,0,,2069.878
10461,246,6,2015-09-05,1.0,0,0,0,,2078.2874
10462,247,6,2015-09-05,1.0,0,0,0,,2081.1729
10463,248,6,2015-09-05,1.0,0,0,0,,2081.1729
10464,249,6,2015-09-05,1.0,0,0,0,,2081.1729
10465,250,6,2015-09-05,1.0,0,0,0,,2080.8276
10466,251,6,2015-09-05,1.0,0,0,0,,2072.3474
10467,252,6,2015-09-05,1.0,0,0,0,,2066.7412
10468,253,6,2015-09-05,1.0,0,0,0,,2066.7412
10469,254,6,2015-09-05,1.0,0,0,0,,2065.6538
10470,255,6,2015-09-05,1.0,0,0,0,,2052.8591
10471,256,6,2015-09-05,1.0,0,0,0,,2047.5773
10472,258,6,2015-09-05,1.0,0,0,0,,2047.5773
10473,259,6,2015-09-05,1.0,0,0,0,,2046.7621
10474,262,6,2015-09-05,1.0,0,0,0,,2045.7222
10475,263,6,2015-09-05,1.0,0,0,0,,2045.9622
10476,265,6,2015-09-05,1.0,0,0,0,,2032.0637
10477,267,6,2015-09-05,1.0,0,0,0,,2028.2683
10478,268,6,2015-09-05,1.0,0,0,0,,2027.7095
10479,269,6,2015-09-05,1.0,0,0,0,,2028.2642
10480,272,6,2015-09-05,1.0,0,0,0,,2028.2454
10481,273,6,2015-09-05,1.0,0,0,0,,2027.2822
10482,274,6,2015-09-05,1.0,0,0,0,,2028.736
