record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,units_sold
218679,06/08/13,9611,600934,355.5375,533.6625,1,0,52.869915
218680,06/08/13,9611,547934,177.4125,177.4125,0,0,15.793594
218683,06/08/13,9613,216418,109.725,109.725,0,0,204.63681
218684,06/08/13,9613,216419,109.725,109.725,0,1,164.80774
218685,06/08/13,9613,300021,109.725,109.725,0,1,67.66844
218686,06/08/13,9613,300291,70.5375,120.4125,1,0,52.684013
218688,06/08/13,9613,216425,117.5625,139.65,0,1,115.73863
218689,06/08/13,9613,216233,118.275,141.7875,0,1,115.62768
218690,06/08/13,9613,217390,175.9875,175.9875,0,0,119.41373
218694,06/08/13,9613,219009,213.0375,218.7375,1,1,266.25717
218695,06/08/13,9613,219029,341.2875,341.2875,0,0,63.16288
218696,06/08/13,9613,222087,225.8625,225.8625,0,0,103.50543
218697,06/08/13,9613,320485,234.4125,234.4125,0,0,16.979685
218698,06/08/13,9613,378934,234.4125,234.4125,0,0,6.8317575
218700,06/08/13,9613,222765,275.7375,275.7375,0,0,75.02516
218701,06/08/13,9613,223245,233.7,233.7,0,0,62.019337
218702,06/08/13,9613,223153,240.825,240.825,0,0,36.639526
218703,06/08/13,9613,398721,401.85,469.5375,0,0,11.950746
218704,06/08/13,9613,245387,401.85,469.5375,0,0,22.970217
218705,06/08/13,9613,245338,401.85,469.5375,0,0,48.846615
218707,06/08/13,9613,547934,177.4125,177.4125,0,0,7.36574
218711,06/08/13,9632,216418,69.825,86.925,0,0,26.507381
218712,06/08/13,9632,216419,68.4,82.65,0,0,14.339481
218713,06/08/13,9632,300021,69.825,87.6375,0,0,13.699815
218714,06/08/13,9632,300291,68.4,109.725,1,0,38.66292
218715,06/08/13,9632,216425,115.425,128.9625,0,1,30.751896
218716,06/08/13,9632,216233,113.2875,128.25,0,1,53.626045
218717,06/08/13,9632,217390,133.2375,133.2375,0,0,26.447151
218720,06/08/13,9632,219009,190.95,186.675,1,1,126.74898
218721,06/08/13,9632,219029,309.9375,309.9375,0,0,28.58092
218722,06/08/13,9632,222087,235.125,235.125,0,0,35.23221
218723,06/08/13,9632,320485,234.4125,234.4125,0,0,4.0903773
218724,06/08/13,9632,222765,237.2625,237.2625,0,0,30.448105
218726,06/08/13,9632,223153,210.1875,212.325,0,1,59.359097
218729,06/08/13,9632,245338,391.1625,391.1625,0,0,25.909224
218731,06/08/13,9680,216418,70.5375,89.0625,0,1,47.154224
218732,06/08/13,9680,216419,70.5375,88.35,0,1,53.23873
218734,06/08/13,9680,216425,110.4375,134.6625,0,1,39.46228
218735,06/08/13,9680,216233,118.275,129.675,0,1,43.75126
218736,06/08/13,9680,217390,138.225,138.225,0,0,21.858866
218739,06/08/13,9680,219009,190.95,190.95,1,1,103.13849
218740,06/08/13,9680,219029,309.9375,309.9375,0,0,19.818819
218741,06/08/13,9680,222087,243.675,243.675,0,0,21.855082
218744,06/08/13,9680,222765,239.4,239.4,0,0,20.408772
218745,06/08/13,9680,223245,213.0375,213.0375,0,0,56.177032
218746,06/08/13,9680,223153,212.325,212.325,0,0,25.60539
218748,06/08/13,9680,245387,391.1625,391.1625,0,0,10.365207
218749,06/08/13,9680,245338,391.1625,391.1625,0,0,26.933393
218750,06/08/13,9700,216418,110.4375,110.4375,0,0,21.864697
218753,06/08/13,9700,216233,114.7125,141.7875,0,0,7.1884856
218755,06/08/13,9700,219009,213.0375,218.7375,1,1,31.16564
218757,06/08/13,9700,222087,227.2875,227.2875,0,0,26.030481
218759,06/08/13,9700,223245,233.7,233.7,0,0,28.929565
218763,06/08/13,9713,216418,109.725,109.725,0,0,106.26679
218764,06/08/13,9713,216419,109.725,109.725,0,0,69.677414
218765,06/08/13,9713,300021,109.725,109.725,0,0,35.629116
218766,06/08/13,9713,216425,118.9875,141.075,0,1,72.58152
218767,06/08/13,9713,216233,118.275,140.3625,0,1,75.08579
218768,06/08/13,9713,217390,175.275,175.275,0,0,63.675457
218772,06/08/13,9713,219009,212.325,218.7375,1,1,159.83784
218773,06/08/13,9713,219029,341.2875,341.2875,0,0,42.316914
218774,06/08/13,9713,222087,226.575,226.575,0,0,65.69884
218775,06/08/13,9713,320485,234.4125,234.4125,0,0,19.876217
218776,06/08/13,9713,378934,234.4125,234.4125,0,0,8.368201
218777,06/08/13,9713,222765,277.1625,277.1625,0,0,44.600304
218778,06/08/13,9713,223245,233.7,233.7,0,0,52.04665
218780,06/08/13,9713,398721,401.85,469.5375,0,0,14.045404
218781,06/08/13,9713,245387,406.125,469.5375,0,0,21.674364
218782,06/08/13,9713,245338,401.85,469.5375,0,0,43.18474
218785,06/08/13,9731,216418,109.725,109.725,0,0,73.08363
218786,06/08/13,9731,216419,108.3,108.3,0,0,31.952276
218789,06/08/13,9731,216425,119.7,140.3625,0,0,40.342186
218790,06/08/13,9731,216233,117.5625,141.075,0,0,47.947594
218793,06/08/13,9731,219009,213.0375,218.025,1,1,97.846466
218794,06/08/13,9731,219029,341.2875,341.2875,0,0,28.865116
218795,06/08/13,9731,222087,227.2875,227.2875,0,0,49.564163
218798,06/08/13,9731,222765,277.1625,277.1625,0,0,33.071724
218799,06/08/13,9731,223245,233.7,233.7,0,0,33.036816
218800,06/08/13,9731,223153,240.825,240.825,0,0,8.152058
218803,06/08/13,9731,245338,401.85,469.5375,0,0,35.070847
218806,06/08/13,9745,216418,109.725,109.725,0,0,143.35074
218807,06/08/13,9745,216419,109.725,109.725,0,0,78.5199
218808,06/08/13,9745,300021,110.4375,110.4375,0,0,43.311775
218810,06/08/13,9745,216425,118.9875,141.075,0,1,72.39661
218811,06/08/13,9745,216233,118.9875,140.3625,0,1,83.70832
218812,06/08/13,9745,217390,176.7,176.7,0,0,68.13082
218815,06/08/13,9745,219009,213.0375,218.7375,1,1,162.0653
218816,06/08/13,9745,219029,341.2875,341.2875,0,0,49.94813
218817,06/08/13,9745,222087,224.4375,224.4375,0,0,84.868835
218818,06/08/13,9745,320485,234.4125,213.0375,0,1,29.943756
218820,06/08/13,9745,222765,277.1625,277.1625,0,0,43.720875
218821,06/08/13,9745,223245,233.7,233.7,0,0,51.808525
218822,06/08/13,9745,223153,222.3,222.3,0,0,34.646214
218824,06/08/13,9745,245387,401.85,469.5375,0,0,22.108625
218825,06/08/13,9745,245338,401.85,469.5375,0,0,42.990437
218827,06/08/13,9745,547934,177.4125,177.4125,0,0,13.701862
218828,06/08/13,9770,216418,71.25,84.7875,0,0,27.34798
218833,06/08/13,9770,216233,115.425,115.425,0,0,29.683874
218834,06/08/13,9770,217390,136.0875,136.0875,0,0,17.34492
218836,06/08/13,9770,219844,270.0375,270.0375,0,0,12.456222
218837,06/08/13,9770,219009,190.95,190.95,1,1,142.88249
218838,06/08/13,9770,219029,309.9375,309.9375,0,0,21.35093
218839,06/08/13,9770,222087,236.55,236.55,0,0,36.06443
218840,06/08/13,9770,320485,234.4125,234.4125,0,0,12.425835
218842,06/08/13,9770,222765,239.4,239.4,0,0,22.650534
218844,06/08/13,9770,223153,212.325,212.325,0,0,23.146832
218846,06/08/13,9770,245387,391.1625,391.1625,0,0,15.097308
218849,06/08/13,9789,216418,69.825,88.35,0,0,36.06091
218850,06/08/13,9789,216419,71.25,84.075,0,0,34.73518
218852,06/08/13,9789,216233,102.6,131.1,0,0,32.541565
218853,06/08/13,9789,217390,174.5625,174.5625,0,0,17.567059
218855,06/08/13,9789,219009,198.7875,218.7375,1,1,106.37512
218856,06/08/13,9789,219029,327.0375,327.0375,0,0,25.981127
218857,06/08/13,9789,222087,241.5375,241.5375,0,0,42.479317
218858,06/08/13,9789,320485,234.4125,234.4125,0,0,28.084875
218859,06/08/13,9789,378934,234.4125,234.4125,0,0,14.167339
218860,06/08/13,9789,222765,239.4,239.4,0,0,40.837883
218861,06/08/13,9789,223245,241.5375,275.025,0,0,42.10642
218862,06/08/13,9789,223153,235.8375,235.8375,0,0,22.509506
218864,06/08/13,9789,245387,401.85,401.85,0,0,15.027681
218865,06/08/13,9789,245338,401.85,401.85,0,0,30.709114
218867,06/08/13,9789,547934,191.6625,191.6625,0,0,3.4668663
218868,06/08/13,9813,216418,66.975,79.0875,0,0,-1.0660038
218869,06/08/13,9813,216419,68.4,81.225,0,0,11.313381
218873,06/08/13,9813,216425,115.425,128.25,0,0,20.650867
218874,06/08/13,9813,216233,114.7125,114.7125,0,0,47.633064
218875,06/08/13,9813,217390,169.575,169.575,0,0,25.216127
218876,06/08/13,9813,217217,266.475,266.475,0,0,19.420937
218877,06/08/13,9813,217777,270.0375,270.0375,0,0,18.34821
218878,06/08/13,9813,219844,267.9,267.9,0,0,17.550411
218879,06/08/13,9813,219009,198.7875,215.8875,1,1,143.1987
218880,06/08/13,9813,219029,327.0375,327.0375,0,0,36.17823
218881,06/08/13,9813,222087,241.5375,241.5375,0,0,35.17852
218884,06/08/13,9813,222765,239.4,239.4,0,0,32.01257
218885,06/08/13,9813,223245,241.5375,241.5375,0,0,40.95085
218886,06/08/13,9813,223153,224.4375,224.4375,0,0,32.170723
218889,06/08/13,9823,216418,109.0125,109.0125,0,0,141.54616
218890,06/08/13,9823,216419,109.725,109.725,0,0,73.92631
218891,06/08/13,9823,300021,109.0125,109.0125,0,0,43.03021
218892,06/08/13,9823,300291,70.5375,120.4125,1,0,66.38197
218893,06/08/13,9823,327492,70.5375,120.4125,1,0,50.083206
218894,06/08/13,9823,216425,117.5625,140.3625,0,1,107.07373
218895,06/08/13,9823,216233,118.9875,138.9375,0,1,130.98756
218896,06/08/13,9823,217390,173.85,173.85,0,0,122.75609
218898,06/08/13,9823,217777,273.6,273.6,0,0,25.850794
218899,06/08/13,9823,219844,282.8625,282.8625,0,0,27.893818
218900,06/08/13,9823,219009,213.0375,218.7375,1,0,240.92545
218901,06/08/13,9823,219029,341.2875,341.2875,0,0,104.26837
218902,06/08/13,9823,222087,227.2875,227.2875,0,0,151.94904
218903,06/08/13,9823,320485,234.4125,234.4125,0,0,42.736618
218904,06/08/13,9823,378934,234.4125,234.4125,0,0,20.328285
218907,06/08/13,9823,222765,277.1625,277.1625,0,0,80.27598
218908,06/08/13,9823,223245,233.7,233.7,0,0,79.66739
218909,06/08/13,9823,223153,240.825,240.825,0,0,43.187893
218911,06/08/13,9823,245387,401.85,469.5375,0,0,36.31594
218912,06/08/13,9823,245338,401.85,469.5375,0,0,55.153435
218913,06/08/13,9823,600934,355.5375,533.6625,1,0,50.574387
218914,06/08/13,9823,547934,177.4125,177.4125,0,0,18.221483
218915,06/08/13,9823,673209,354.1125,354.1125,0,0,25.072454
218917,06/08/13,9837,216418,109.725,109.725,0,0,56.22058
218918,06/08/13,9837,216419,110.4375,110.4375,0,0,45.70036
218919,06/08/13,9837,300021,109.725,109.725,0,0,5.072841
218921,06/08/13,9837,216425,118.275,140.3625,0,0,55.234604
218922,06/08/13,9837,216233,117.5625,141.075,0,0,62.65571
218923,06/08/13,9837,217390,177.4125,177.4125,0,0,38.71602
218924,06/08/13,9837,217217,278.5875,278.5875,0,0,31.25079
218927,06/08/13,9837,219009,213.0375,218.7375,1,0,95.10703
218928,06/08/13,9837,219029,341.2875,341.2875,0,0,52.745483
218929,06/08/13,9837,222087,227.2875,227.2875,0,0,62.547306
218930,06/08/13,9837,222765,277.1625,277.1625,0,0,58.35045
218931,06/08/13,9837,223245,233.7,233.7,0,0,39.641464
218932,06/08/13,9837,223153,240.825,240.825,0,0,21.271614
218934,06/08/13,9837,245387,401.85,469.5375,0,0,28.085802
218935,06/08/13,9837,245338,401.85,469.5375,0,0,28.039364
218936,06/08/13,9809,216418,109.725,109.725,0,0,81.42984
218937,06/08/13,9809,216419,109.725,109.725,0,0,56.316437
218938,06/08/13,9809,300021,110.4375,110.4375,0,0,27.835838
218939,06/08/13,9809,216425,118.275,138.9375,0,0,44.32411
218940,06/08/13,9809,216233,117.5625,141.7875,0,0,50.470837
218941,06/08/13,9809,217390,176.7,176.7,0,0,41.057182
218945,06/08/13,9809,219009,213.0375,218.7375,1,1,138.54132
218946,06/08/13,9809,219029,341.2875,341.2875,0,0,63.58615
218947,06/08/13,9809,222087,227.2875,227.2875,0,0,64.32502
218948,06/08/13,9809,222765,277.1625,277.1625,0,0,64.96914
218949,06/08/13,9809,223245,233.7,233.7,0,0,68.60917
218953,06/08/13,9809,245338,401.85,469.5375,0,0,41.62708
218954,06/08/13,9809,547934,177.4125,177.4125,0,0,-3.1993766
218956,06/08/13,9845,216418,109.0125,109.0125,0,0,213.53296
218957,06/08/13,9845,216419,110.4375,110.4375,0,0,129.11911
218958,06/08/13,9845,300021,109.0125,109.0125,0,0,81.57252
218961,06/08/13,9845,216425,118.275,140.3625,0,1,139.26048
218962,06/08/13,9845,216233,118.9875,141.075,0,1,149.90079
218963,06/08/13,9845,217390,175.9875,175.9875,0,0,127.873505
218964,06/08/13,9845,217217,280.725,280.725,0,0,25.181267
218967,06/08/13,9845,219009,212.325,218.7375,1,1,306.2391
218968,06/08/13,9845,219029,337.725,337.725,0,0,93.5607
218969,06/08/13,9845,222087,227.2875,227.2875,0,0,124.786835
218970,06/08/13,9845,320485,234.4125,234.4125,0,0,40.505394
218974,06/08/13,9845,222765,276.45,276.45,0,0,87.584526
218975,06/08/13,9845,223245,233.7,233.7,0,0,104.817154
218976,06/08/13,9845,223153,158.175,236.55,0,0,172.8801
218978,06/08/13,9845,245387,401.85,469.5375,0,0,31.728039
218979,06/08/13,9845,245338,401.85,469.5375,0,0,59.09072
218980,06/08/13,9845,547934,177.4125,177.4125,0,0,20.677477
218983,06/08/13,9872,216418,69.825,79.0875,0,0,71.375534
218984,06/08/13,9872,216419,70.5375,88.35,0,0,73.28062
218985,06/08/13,9872,300021,70.5375,79.8,0,0,27.929333
218986,06/08/13,9872,216425,114.0,132.525,0,0,23.110285
218987,06/08/13,9872,216233,113.2875,131.1,0,0,46.049454
218988,06/08/13,9872,217390,139.65,139.65,0,0,55.3531
218989,06/08/13,9872,217217,270.0375,270.0375,0,0,12.46433
218990,06/08/13,9872,217777,266.475,266.475,0,0,19.089792
218991,06/08/13,9872,219844,270.0375,270.0375,0,0,19.673553
218992,06/08/13,9872,219009,190.95,190.95,1,1,228.49968
218993,06/08/13,9872,219029,309.9375,309.9375,0,0,37.893475
218994,06/08/13,9872,222087,243.675,243.675,0,0,47.733036
218995,06/08/13,9872,320485,234.4125,234.4125,0,0,40.682556
218996,06/08/13,9872,378934,234.4125,234.4125,0,0,25.452505
218998,06/08/13,9872,222765,235.125,235.125,0,0,50.93123
218999,06/08/13,9872,223245,213.0375,213.0375,0,0,89.32153
219000,06/08/13,9872,223153,212.325,212.325,0,0,56.17019
219002,06/08/13,9872,245387,391.1625,391.1625,0,0,22.709452
219003,06/08/13,9872,245338,391.1625,391.1625,0,0,40.887524
219004,06/08/13,9872,600934,355.5375,562.1625,1,1,37.253864
219006,06/08/13,9876,216418,69.1125,87.6375,0,0,30.889462
219010,06/08/13,9876,216233,117.5625,117.5625,0,0,32.07344
219011,06/08/13,9876,217390,133.95,133.95,0,0,27.344322
219012,06/08/13,9876,217217,262.2,270.0375,0,1,10.087954
219013,06/08/13,9876,217777,260.775,260.775,0,0,16.591923
219014,06/08/13,9876,219009,190.95,190.95,1,1,157.26605
219015,06/08/13,9876,219029,309.9375,309.9375,0,0,34.30667
219016,06/08/13,9876,222087,242.25,242.25,0,0,31.695772
219017,06/08/13,9876,320485,234.4125,234.4125,0,0,8.825771
219018,06/08/13,9876,222765,214.4625,237.2625,0,1,34.947254
219019,06/08/13,9876,223245,213.0375,213.0375,0,0,74.09029
219020,06/08/13,9876,223153,212.325,212.325,0,0,32.715233
219023,06/08/13,9876,245338,391.1625,391.1625,0,0,27.778315
219025,06/08/13,9879,216418,69.1125,87.6375,0,1,82.46885
219026,06/08/13,9879,216419,69.825,86.925,0,1,99.750465
219028,06/08/13,9879,216425,116.1375,116.1375,0,0,19.324207
219029,06/08/13,9879,216233,115.425,128.25,0,0,34.953827
219030,06/08/13,9879,217390,169.575,169.575,0,0,28.063934
219032,06/08/13,9879,217777,262.2,262.2,0,0,21.107407
219034,06/08/13,9879,219009,198.075,218.7375,1,1,128.7753
219035,06/08/13,9879,219029,327.0375,327.0375,0,0,23.203722
219036,06/08/13,9879,222087,241.5375,241.5375,0,0,25.025795
219038,06/08/13,9879,222765,239.4,239.4,0,0,22.608107
219039,06/08/13,9879,223245,241.5375,241.5375,0,0,24.96519
219040,06/08/13,9879,223153,228.7125,228.7125,0,0,14.091314
219043,06/08/13,9880,216418,69.1125,81.9375,0,0,50.54328
219044,06/08/13,9880,216419,68.4,81.9375,0,0,49.092846
219045,06/08/13,9880,300021,69.1125,81.225,0,0,3.7568855
219047,06/08/13,9880,216425,115.425,131.1,0,0,25.824215
219048,06/08/13,9880,216233,114.7125,128.25,0,0,44.754837
219049,06/08/13,9880,217390,130.3875,130.3875,0,0,52.897488
219050,06/08/13,9880,217217,257.2125,257.2125,0,0,17.640686
219051,06/08/13,9880,217777,265.7625,265.7625,0,0,26.200945
219052,06/08/13,9880,219844,263.625,263.625,0,0,22.439358
219053,06/08/13,9880,219009,177.4125,189.525,1,1,249.00531
219054,06/08/13,9880,219029,311.3625,311.3625,0,0,29.659689
219055,06/08/13,9880,222087,239.4,239.4,0,0,38.105526
219056,06/08/13,9880,320485,234.4125,234.4125,0,0,21.068989
219057,06/08/13,9880,378934,234.4125,234.4125,0,0,8.7290745
219058,06/08/13,9880,222765,228.7125,228.7125,0,0,44.44367
219059,06/08/13,9880,223245,241.5375,241.5375,0,0,38.07834
219060,06/08/13,9880,223153,229.425,229.425,0,0,28.174002
219062,06/08/13,9880,245387,391.1625,391.1625,0,0,16.464624
219063,06/08/13,9880,245338,391.1625,391.1625,0,0,24.886982
219065,06/08/13,9881,216418,109.0125,109.0125,0,1,146.76996
219066,06/08/13,9881,216419,109.725,109.725,0,1,101.10433
219067,06/08/13,9881,300021,110.4375,110.4375,0,0,28.828884
219068,06/08/13,9881,216425,116.85,138.9375,0,0,52.37915
219069,06/08/13,9881,216233,116.85,139.65,0,0,61.637417
219070,06/08/13,9881,217390,172.425,172.425,0,0,90.557846
219072,06/08/13,9881,219844,280.0125,280.0125,0,0,22.28102
219073,06/08/13,9881,219009,211.6125,218.7375,1,1,160.35121
219074,06/08/13,9881,219029,333.45,333.45,0,0,38.439384
219075,06/08/13,9881,222087,227.2875,227.2875,0,0,71.49373
219076,06/08/13,9881,320485,234.4125,234.4125,0,0,20.869492
219077,06/08/13,9881,378934,234.4125,234.4125,0,0,11.320525
219078,06/08/13,9881,222765,277.1625,277.1625,0,0,49.42631
219079,06/08/13,9881,223245,233.7,233.7,0,0,49.525528
219082,06/08/13,9881,245387,401.85,469.5375,0,0,20.966387
219083,06/08/13,9881,245338,401.85,469.5375,0,0,39.072895
219089,06/08/13,9890,216418,110.4375,110.4375,0,0,55.501404
219090,06/08/13,9890,216419,109.725,109.725,0,0,31.86632
219091,06/08/13,9890,300021,110.4375,110.4375,0,0,14.043805
219092,06/08/13,9890,216425,118.9875,140.3625,0,1,64.24677
219093,06/08/13,9890,216233,117.5625,140.3625,0,1,53.64143
219094,06/08/13,9890,217390,175.275,175.275,0,0,87.51677
219098,06/08/13,9890,219009,211.6125,218.7375,1,1,150.88545
219099,06/08/13,9890,219029,341.2875,341.2875,0,0,41.675175
219100,06/08/13,9890,222087,227.2875,227.2875,0,0,65.058266
219101,06/08/13,9890,222765,277.1625,277.1625,0,0,42.807888
219102,06/08/13,9890,223245,233.7,233.7,0,0,40.62674
219105,06/08/13,9890,245338,401.85,469.5375,0,0,27.871208
219106,06/08/13,9890,547934,177.4125,177.4125,0,0,0.34835625
219107,06/08/13,9909,216418,109.725,109.725,0,0,28.287657
219108,06/08/13,9909,216419,108.3,108.3,0,0,20.459915
219109,06/08/13,9909,300021,109.725,109.725,0,0,-6.7816744
219110,06/08/13,9909,216425,117.5625,141.075,0,0,37.643833
219111,06/08/13,9909,216233,116.85,141.7875,0,0,57.36435
219112,06/08/13,9909,217390,177.4125,177.4125,0,0,25.0596
219116,06/08/13,9909,219009,213.0375,218.7375,1,0,129.14848
219117,06/08/13,9909,219029,341.2875,341.2875,0,0,49.038673
219118,06/08/13,9909,222087,227.2875,234.4125,0,1,65.168625
219119,06/08/13,9909,222765,277.1625,277.1625,0,0,38.167553
219120,06/08/13,9909,223245,227.2875,227.2875,0,0,99.164505
219121,06/08/13,9909,223153,232.9875,232.9875,0,0,51.95409
219123,06/08/13,9909,245387,401.85,469.5375,0,0,29.679335
219124,06/08/13,9909,245338,401.85,469.5375,0,0,31.465658
219127,06/08/13,9954,216419,70.5375,83.3625,0,0,44.179115
219129,06/08/13,9954,216425,114.7125,114.7125,0,0,9.825967
219130,06/08/13,9954,216233,116.85,116.85,0,0,24.097582
219131,06/08/13,9954,217390,139.65,139.65,0,0,36.088074
219132,06/08/13,9954,217217,270.0375,270.0375,0,0,2.0908685
219135,06/08/13,9954,219009,190.95,190.95,1,1,157.99222
219136,06/08/13,9954,219029,309.9375,309.9375,0,0,20.832415
219137,06/08/13,9954,222087,242.25,242.25,0,0,37.683464
219138,06/08/13,9954,320485,234.4125,234.4125,0,0,24.507254
219139,06/08/13,9954,378934,234.4125,234.4125,0,0,15.200974
219140,06/08/13,9954,222765,239.4,239.4,0,0,30.066978
219141,06/08/13,9954,223245,213.0375,213.0375,0,0,53.61814
219142,06/08/13,9954,223153,209.475,209.475,0,0,30.66145
219143,06/08/13,9954,398721,391.1625,391.1625,0,0,6.22815
219144,06/08/13,9954,245387,391.1625,391.1625,0,0,13.9092865
219145,06/08/13,9954,245338,391.1625,391.1625,0,0,23.19326
219147,06/08/13,9954,547934,191.6625,191.6625,0,0,4.640405
219149,06/08/13,9961,216418,109.725,109.725,0,0,133.27687
219150,06/08/13,9961,216419,109.725,109.725,0,0,82.21657
219151,06/08/13,9961,300021,109.725,109.725,0,1,46.071846
219154,06/08/13,9961,216425,118.9875,141.7875,0,1,92.87417
219155,06/08/13,9961,216233,118.275,141.075,0,1,108.36142
219156,06/08/13,9961,217390,175.275,175.275,0,0,95.14168
219159,06/08/13,9961,219009,213.0375,218.7375,1,1,252.17409
219160,06/08/13,9961,219029,341.2875,341.2875,0,0,58.52022
219161,06/08/13,9961,222087,227.2875,227.2875,0,0,90.8626
219162,06/08/13,9961,320485,234.4125,234.4125,0,0,21.737225
219163,06/08/13,9961,378934,234.4125,234.4125,0,0,11.449051
219165,06/08/13,9961,222765,277.1625,277.1625,0,0,69.72112
219166,06/08/13,9961,223245,233.7,233.7,0,0,59.004288
219167,06/08/13,9961,223153,218.025,218.025,0,0,45.340004
219169,06/08/13,9961,245387,401.85,469.5375,0,0,27.24461
219170,06/08/13,9961,245338,401.85,469.5375,0,0,45.44278
219172,06/08/13,9961,547934,177.4125,177.4125,0,0,2.761281
219175,06/08/13,9984,216418,70.5375,84.075,0,0,15.732976
219176,06/08/13,9984,216419,70.5375,83.3625,0,0,48.448883
219177,06/08/13,9984,300021,70.5375,84.7875,0,0,27.189201
219179,06/08/13,9984,216425,116.85,133.95,0,0,19.301563
219180,06/08/13,9984,216233,117.5625,133.2375,0,0,37.101112
219181,06/08/13,9984,217390,171.0,171.0,0,0,30.967398
219185,06/08/13,9984,219009,198.7875,218.7375,1,1,167.98486
219186,06/08/13,9984,219029,327.0375,327.0375,0,0,29.335096
219187,06/08/13,9984,222087,241.5375,241.5375,0,0,38.221935
219188,06/08/13,9984,320485,234.4125,234.4125,0,0,26.26849
219189,06/08/13,9984,378934,234.4125,234.4125,0,0,14.842005
219190,06/08/13,9984,222765,239.4,239.4,0,0,34.98971
219191,06/08/13,9984,223245,241.5375,241.5375,0,0,41.57828
219192,06/08/13,9984,223153,228.0,228.0,0,0,30.986008
219195,06/08/13,9984,245338,401.85,401.85,0,0,26.060715
219196,06/08/13,9984,547934,191.6625,191.6625,0,1,11.976694
219197,06/08/13,9984,679023,234.4125,234.4125,0,0,10.842167
219198,13/08/13,8091,216418,109.0125,109.0125,0,0,27.056625
219199,13/08/13,8091,216419,110.4375,110.4375,0,0,20.067896
219200,13/08/13,8091,216425,133.2375,133.2375,0,0,30.540195
219201,13/08/13,8091,216233,134.6625,134.6625,0,0,27.59984
219202,13/08/13,8091,217390,175.9875,175.9875,0,0,15.58354
219206,13/08/13,8091,219009,185.25,210.9,0,0,33.919827
219207,13/08/13,8091,219029,273.6,341.2875,1,0,94.79376
219210,13/08/13,8091,223245,214.4625,214.4625,0,0,43.270676
219211,13/08/13,8091,223153,240.825,240.825,0,0,16.180496
219214,13/08/13,8095,216418,109.725,109.725,0,0,174.06018
219215,13/08/13,8095,216419,109.725,109.725,0,0,105.97058
219216,13/08/13,8095,300021,110.4375,110.4375,0,0,47.31546
219218,13/08/13,8095,216425,133.95,133.95,0,0,81.4583
219219,13/08/13,8095,216233,133.95,133.95,0,0,89.004776
219220,13/08/13,8095,217390,161.7375,161.7375,0,0,119.94504
219223,13/08/13,8095,219844,275.7375,275.7375,0,0,31.582567
219224,13/08/13,8095,219009,196.65,218.7375,0,0,115.31524
219225,13/08/13,8095,219029,234.4125,341.2875,1,1,188.13577
219226,13/08/13,8095,222087,176.7,227.2875,0,0,102.44165
219227,13/08/13,8095,320485,234.4125,234.4125,0,0,27.686203
219228,13/08/13,8095,378934,234.4125,234.4125,0,0,12.969986
219229,13/08/13,8095,222765,277.1625,277.1625,0,0,76.00207
219230,13/08/13,8095,223245,225.15,225.15,0,0,77.67519
219231,13/08/13,8095,223153,240.825,240.825,0,0,43.085922
219233,13/08/13,8095,245387,401.85,469.5375,1,1,43.31728
219234,13/08/13,8095,245338,401.85,469.5375,1,1,81.917885
219235,13/08/13,8095,547934,177.4125,177.4125,0,0,17.466337
219238,13/08/13,8094,216418,73.3875,86.2125,0,0,107.29061
219239,13/08/13,8094,216419,75.525,75.525,0,0,100.29162
219240,13/08/13,8094,300021,74.8125,74.8125,0,0,23.523579
219241,13/08/13,8094,300291,69.1125,109.725,0,1,9.448992
219243,13/08/13,8094,216425,116.1375,116.1375,0,0,23.974651
219244,13/08/13,8094,216233,114.7125,131.8125,0,0,55.423313
219245,13/08/13,8094,217390,168.15,168.15,0,0,40.293507
219246,13/08/13,8094,217217,266.475,266.475,0,0,24.389643
219247,13/08/13,8094,217777,270.0375,270.0375,0,0,24.64666
219248,13/08/13,8094,219844,262.9125,262.9125,0,0,21.886023
219249,13/08/13,8094,219009,194.5125,218.7375,0,0,75.25665
219250,13/08/13,8094,219029,235.8375,327.0375,1,1,99.963005
219251,13/08/13,8094,222087,199.5,241.5375,0,0,56.79703
219252,13/08/13,8094,320485,234.4125,234.4125,0,0,28.08019
219253,13/08/13,8094,378934,234.4125,234.4125,0,0,18.397133
219254,13/08/13,8094,222765,239.4,239.4,0,0,47.45854
219255,13/08/13,8094,223245,241.5375,241.5375,0,0,51.011177
219256,13/08/13,8094,223153,235.8375,235.8375,0,0,31.99094
219257,13/08/13,8094,398721,391.875,401.85,1,1,18.022923
219258,13/08/13,8094,245387,391.1625,401.85,1,1,38.69019
219259,13/08/13,8094,245338,391.1625,401.85,1,1,60.521996
219261,13/08/13,8094,547934,191.6625,191.6625,0,0,1.3812991
219262,13/08/13,8094,679023,234.4125,234.4125,0,0,10.8730755
219263,13/08/13,8094,546789,234.4125,234.4125,0,0,22.38029
219264,13/08/13,8063,216418,75.525,75.525,0,0,54.580704
219265,13/08/13,8063,216419,74.1,86.2125,0,0,40.687355
219268,13/08/13,8063,216233,112.575,134.6625,0,0,28.064684
219269,13/08/13,8063,217390,138.9375,138.9375,0,0,33.88926
219270,13/08/13,8063,217217,257.2125,257.2125,0,0,17.616226
219271,13/08/13,8063,217777,260.0625,260.0625,0,0,19.235798
